photo_filename,logo,confidence,xsx,xrx,yup,ydw,town
charlotte_1083515160707738394_20150927.jpg,NFL,0.97695779800415,506,572,605,686,charlotte
charlotte_1084841883199421729_20150929.jpg,Starbucks,0.996299982070923,253,381,391,534,charlotte
charlotte_1084932275839384805_20150929.jpg,Starbucks,0.97138923406601,467,661,355,563,charlotte
charlotte_1085122459088404155_20150930.jpg,Starbucks,0.988865613937378,212,274,559,625,charlotte
charlotte_1085724435903928916_20150930.jpg,Emirates,0.969878911972046,459,541,242,302,charlotte
charlotte_1087167800410385320_20151002.jpg,Starbucks,0.987678170204163,767,845,945,1015,charlotte
charlotte_1088724810672286144_20151005.jpg,NFL,0.979864656925201,141,204,810,876,charlotte
charlotte_1088749444958040028_20151005.jpg,Mercedes-Benz,0.875235080718994,219,452,0,225,charlotte
charlotte_1088806636560794690_20151005.jpg,NFL,0.985676467418671,320,397,619,710,charlotte
charlotte_1090634611481572059_20151007.jpg,Starbucks,0.930820465087891,193,752,375,759,charlotte
charlotte_1091737064013006873_20151009.jpg,Mercedes-Benz,0.981379508972168,322,385,264,328,charlotte
charlotte_1092855497596420972_20151010.jpg,Pepsi,0.984103620052338,474,663,472,533,charlotte
charlotte_1092859948164006880_20151010.jpg,Pepsi,0.914387106895447,5,58,339,398,charlotte
charlotte_1092865324128701595_20151010.jpg,The North Face,0.967380940914154,583,789,417,536,charlotte
charlotte_1092866397812375740_20151010.jpg,Pepsi,0.963607430458069,534,622,513,672,charlotte
charlotte_1095090726797805186_20151013.jpg,Nike,0.984413504600525,509,606,32,74,charlotte
charlotte_1095127330104929626_20151013.jpg,Starbucks,0.980079412460327,431,737,0,192,charlotte
charlotte_1095182463148063803_20151013.jpg,Nike,0.922978401184082,636,784,961,1123,charlotte
charlotte_1095252638711787412_20151014.jpg,NFL,0.988765835762024,263,388,302,441,charlotte
charlotte_1095732189828198200_20151014.jpg,Starbucks,0.968059301376343,408,800,639,946,charlotte
charlotte_1096384310280167084_20151015.jpg,The North Face,0.899704515933991,615,673,828,909,charlotte
charlotte_1096615956900133036_20151015.jpg,The North Face,0.986490786075592,634,783,610,706,charlotte
charlotte_1098523534155339513_20151018.jpg,Starbucks,0.92503023147583,92,148,345,423,charlotte
charlotte_1098694918883371639_20151018.jpg,Nike,0.931744575500488,211,347,526,615,charlotte
charlotte_1098973842582908151_20151019.jpg,Ralph Lauren Corporation,0.825297713279724,0,1066,3,704,charlotte
charlotte_1101649240669316909_20151022.jpg,NFL,0.985027730464935,386,579,0,170,charlotte
charlotte_1102923093559315413_20151024.jpg,Nike,0.989721953868866,470,603,394,453,charlotte
charlotte_1102963205189267203_20151024.jpg,Adidas,0.969522356987,617,754,505,624,charlotte
charlotte_1103671253230153383_20151025.jpg,NFL,0.973904252052307,370,434,312,383,charlotte
charlotte_1103684983930699733_20151025.jpg,NFL,0.989222884178162,317,349,211,244,charlotte
charlotte_1104412705873272857_20151026.jpg,Chanel,0.900835514068604,333,408,288,349,charlotte
charlotte_1104553083525159441_20151026.jpg,Nike,0.991237938404083,485,580,30,71,charlotte
charlotte_1106074366971977451_20151028.jpg,Puma,0.985084235668182,257,397,557,653,charlotte
charlotte_1107955810313016973_20151031.jpg,The North Face,0.955787360668182,218,256,296,328,charlotte
charlotte_1108302490050435313_20151101.jpg,Starbucks,0.967724800109863,736,887,851,1024,charlotte
charlotte_1108951113202317036_20151101.jpg,Starbucks,0.990715086460114,429,704,218,489,charlotte
charlotte_1109005608678355109_20151102.jpg,NFL,0.989344298839569,434,489,610,671,charlotte
charlotte_1109477827138773848_20151102.jpg,NFL,0.992885708808899,499,602,903,1029,charlotte
charlotte_1109564224111018502_20151102.jpg,Under Armour,0.918156504631042,339,476,840,927,charlotte
charlotte_1110344115647293815_20151103.jpg,Adidas,0.877725839614868,226,289,831,929,charlotte
charlotte_1111938969544043724_20151106.jpg,Nike,0.975085020065308,349,412,442,479,charlotte
charlotte_1113365347102947260_20151108.jpg,Nike,0.982372760772705,59,167,436,515,charlotte
charlotte_1113799004036179276_20151108.jpg,NFL,0.991401433944702,479,556,731,828,charlotte
charlotte_1113896207701554926_20151108.jpg,Adidas,0.982928991317749,322,385,206,256,charlotte
charlotte_1114010745501466526_20151108.jpg,NFL,0.969209492206574,216,240,223,252,charlotte
charlotte_1114015160634675866_20151108.jpg,NFL,0.986052513122559,422,463,388,442,charlotte
charlotte_1114072763758803985_20151109.jpg,Nike,0.93525755405426,71,196,701,757,charlotte
charlotte_1114140236569732788_20151109.jpg,NFL,0.946203470230102,451,533,717,815,charlotte
charlotte_1114159421879346814_20151109.jpg,NFL,0.973027348518372,292,373,875,964,charlotte
charlotte_1114179329040117922_20151109.jpg,NFL,0.987061560153961,800,879,877,958,charlotte
charlotte_1114896572097591159_20151110.jpg,Pepsi,0.969916522502899,189,364,342,490,charlotte
charlotte_1116156050527752085_20151111.jpg,Starbucks,0.991216480731964,525,625,512,608,charlotte
charlotte_1119004427496755048_20151115.jpg,Nike,0.833832323551178,426,500,610,667,charlotte
charlotte_1119045777354943948_20151115.jpg,Nike,0.860811591148377,210,259,375,403,charlotte
charlotte_1119057059260735456_20151115.jpg,NFL,0.982500791549683,137,190,453,513,charlotte
charlotte_1119059000248374325_20151115.jpg,NFL,0.927248239517212,414,559,1005,1182,charlotte
charlotte_1119063265170938368_20151115.jpg,NFL,0.989392757415772,430,529,824,946,charlotte
charlotte_1119216673768341608_20151116.jpg,Puma,0.94855785369873,766,890,903,1032,charlotte
charlotte_1119645452324470266_20151116.jpg,NFL,0.859800338745117,912,1003,838,940,charlotte
charlotte_1121349492435678932_20151119.jpg,Adidas,0.975595593452454,526,656,721,821,charlotte
charlotte_1123163476878048084_20151121.jpg,Apple Inc.,0.982740759849549,984,1048,488,602,charlotte
charlotte_1123204231852545467_20151121.jpg,The North Face,0.945010960102081,83,208,428,531,charlotte
charlotte_1123422135579931021_20151121.jpg,Apple Inc.,0.844691395759583,715,816,858,958,charlotte
charlotte_1123959504363906709_20151122.jpg,Adidas,0.86280620098114,541,599,592,652,charlotte
charlotte_1123991789299330259_20151122.jpg,NFL,0.991879820823669,446,502,376,448,charlotte
charlotte_1124079202999645313_20151122.jpg,Starbucks,0.98056435585022,737,890,250,397,charlotte
charlotte_1124153051280373666_20151122.jpg,NFL,0.943530440330505,402,495,775,862,charlotte
charlotte_1124163270524906987_20151122.jpg,NFL,0.985062837600708,448,570,900,1035,charlotte
charlotte_1124177131380015476_20151122.jpg,NFL,0.965181112289429,900,979,546,619,charlotte
charlotte_1124185461816620879_20151122.jpg,NFL,0.993500649929047,262,326,190,270,charlotte
charlotte_1124199412386701329_20151122.jpg,NFL,0.981101512908936,326,407,637,733,charlotte
charlotte_1124652113575833737_20151123.jpg,Starbucks,0.992173194885254,444,783,531,906,charlotte
charlotte_1124819053831098862_20151123.jpg,Nike,0.980424344539643,156,225,355,398,charlotte
charlotte_1125368159375427489_20151124.jpg,Nike,0.970885336399078,468,595,390,447,charlotte
charlotte_1126375295828875587_20151125.jpg,Nike,0.973756909370422,412,506,512,568,charlotte
charlotte_1126845289076833646_20151126.jpg,Nike,0.918919205665588,695,798,764,872,charlotte
charlotte_1126879621602761537_20151126.jpg,Ralph Lauren Corporation,0.839230358600617,688,889,965,1074,charlotte
charlotte_1127035464120462691_20151126.jpg,NFL,0.959134042263031,351,397,576,634,charlotte
charlotte_1127563167542263313_20151127.jpg,Starbucks,0.825847387313843,350,665,464,804,charlotte
charlotte_1128350262124696704_20151128.jpg,NFL,0.893998622894287,21,145,19,47,charlotte
charlotte_1128642043697021959_20151129.jpg,Nike,0.929320573806763,402,553,405,465,charlotte
charlotte_1129156039527640864_20151129.jpg,Nike,0.960685729980469,446,569,594,653,charlotte
charlotte_1130457622999346169_20151201.jpg,Adidas,0.829783201217651,149,1009,328,1011,charlotte
charlotte_1130651231090611698_20151201.jpg,Under Armour,0.839330136775971,242,314,381,439,charlotte
charlotte_1130675877822956002_20151201.jpg,Pepsi,0.948156952857971,491,551,380,413,charlotte
charlotte_1130707582114040185_20151201.jpg,NFL,0.964225053787231,431,474,243,325,charlotte
charlotte_1130738811013207129_20151202.jpg,Under Armour,0.977043867111206,531,583,402,441,charlotte
charlotte_1131978545636190833_20151203.jpg,The North Face,0.840869784355164,208,655,511,733,charlotte
charlotte_1132215468868436132_20151204.jpg,Mercedes-Benz,0.901304006576538,405,536,876,1020,charlotte
charlotte_1132780403365252999_20151204.jpg,Starbucks,0.969048261642456,224,392,973,1141,charlotte
charlotte_1133421148616340160_20151205.jpg,Toyota,0.943781614303589,10,135,1011,1080,charlotte
charlotte_1133530826240601536_20151205.jpg,Nike,0.994781732559204,417,574,890,957,charlotte
charlotte_1133616313649830715_20151205.jpg,Nike,0.888387739658356,595,714,981,1042,charlotte
charlotte_1133666246761402269_20151206.jpg,Nike,0.995413184165955,306,423,666,717,charlotte
charlotte_1134171262656367380_20151206.jpg,NFL,0.990714371204376,234,312,175,258,charlotte
charlotte_1134229455738063781_20151206.jpg,Adidas,0.988426983356476,543,709,832,951,charlotte
charlotte_1134386832778804903_20151207.jpg,NFL,0.864686489105225,163,264,484,600,charlotte
charlotte_1134387512683260441_20151207.jpg,NFL,0.874078512191773,196,318,563,698,charlotte
charlotte_1136651592649012407_20151210.jpg,Starbucks,0.996947467327118,227,555,142,480,charlotte
charlotte_1137304732159305227_20151211.jpg,Intimissimi,0.902368307113648,8,979,157,981,charlotte
charlotte_1138024376258374736_20151212.jpg,Ralph Lauren Corporation,0.895215749740601,271,570,3,267,charlotte
charlotte_1138671976837624677_20151212.jpg,NFL,0.813904285430908,810,921,30,153,charlotte
charlotte_1138740090220788937_20151213.jpg,Mercedes-Benz,0.993494927883148,242,290,207,257,charlotte
charlotte_1139227761883000004_20151213.jpg,NFL,0.981806576251984,227,287,881,956,charlotte
charlotte_1139256837231779427_20151213.jpg,NFL,0.991361141204834,630,710,710,810,charlotte
charlotte_1139366149459402692_20151213.jpg,NFL,0.988145887851715,214,265,413,473,charlotte
charlotte_1139378047659509335_20151213.jpg,NFL,0.990085482597351,283,352,550,630,charlotte
charlotte_1139390963113232158_20151213.jpg,NFL,0.976293087005615,674,770,609,710,charlotte
charlotte_1139870487296807162_20151214.jpg,Nike,0.882533192634583,151,267,757,926,charlotte
charlotte_1139877775486265698_20151214.jpg,NFL,0.810520172119141,283,326,303,340,charlotte
charlotte_1140637262226762978_20151215.jpg,NFL,0.933523416519165,179,221,463,531,charlotte
charlotte_1141486075684457280_20151216.jpg,The North Face,0.826673865318298,307,472,561,659,charlotte
charlotte_1141486705371654424_20151216.jpg,The North Face,0.81783390045166,308,474,564,659,charlotte
charlotte_1142134481960970466_20151217.jpg,The North Face,0.885529220104218,36,297,723,858,charlotte
charlotte_1142479421525176164_20151218.jpg,Starbucks,0.971743106842041,179,261,662,743,charlotte
charlotte_1146076379325064209_20151223.jpg,Ralph Lauren Corporation,0.880303919315338,0,742,24,627,charlotte
charlotte_1146389920030819206_20151223.jpg,Ralph Lauren Corporation,0.880712687969208,404,830,84,888,charlotte
charlotte_1147480793038688736_20151225.jpg,NFL,0.986827313899994,440,497,525,585,charlotte
charlotte_1148075789716301818_20151225.jpg,Adidas,0.975053489208221,372,467,611,688,charlotte
charlotte_1148738307605939380_20151226.jpg,Under Armour,0.983931422233582,623,743,84,155,charlotte
charlotte_1149565892313440469_20151227.jpg,Nike,0.995434701442718,982,1079,716,770,charlotte
charlotte_1150303624732384220_20151228.jpg,Apple Inc.,0.855943202972412,39,111,769,830,charlotte
charlotte_1150627117517397564_20151229.jpg,NFL,0.938144505023956,532,580,366,416,charlotte
charlotte_1150938621379192999_20151229.jpg,Nike,0.80725371837616,788,1036,720,811,charlotte
charlotte_1150990580227625311_20151229.jpg,Under Armour,0.965976119041443,155,901,694,1073,charlotte
charlotte_1151535098837427436_20151230.jpg,Adidas,0.824185848236084,678,771,1005,1079,charlotte
charlotte_1151810555917376295_20151231.jpg,Adidas,0.869206428527832,140,231,753,826,charlotte
charlotte_1152975497104494466_20160101.jpg,Apple Inc.,0.889476537704468,275,342,274,345,charlotte
charlotte_1153107248490805277_20160101.jpg,Ralph Lauren Corporation,0.812559843063355,196,800,10,576,charlotte
charlotte_1153840718258277753_20160102.jpg,Nike,0.991039097309112,486,581,28,70,charlotte
charlotte_1153880148673731503_20160102.jpg,Apple Inc.,0.965074956417084,390,680,8,356,charlotte
charlotte_1154499448029855595_20160103.jpg,NFL,0.995509266853332,373,440,885,958,charlotte
charlotte_1154544731415252660_20160103.jpg,NFL,0.991142094135284,550,618,665,748,charlotte
charlotte_1154714760283149062_20160104.jpg,NFL,0.959305047988892,384,470,838,928,charlotte
charlotte_1154740875505355896_20160104.jpg,NFL,0.980841159820557,798,864,640,737,charlotte
charlotte_1155027160577203000_20160104.jpg,NFL,0.9653240442276,226,287,73,145,charlotte
charlotte_1155263752925490075_20160104.jpg,The North Face,0.886291682720184,404,556,458,538,charlotte
charlotte_1156038022786066795_20160105.jpg,Starbucks,0.892002463340759,79,1050,250,1225,charlotte
charlotte_1157048364236480511_20160107.jpg,Chanel,0.94380247592926,230,288,189,241,charlotte
charlotte_1157049981442661400_20160107.jpg,Chanel,0.969597339630127,89,130,113,156,charlotte
charlotte_1157149577280087711_20160107.jpg,Chanel,0.94380247592926,230,288,189,241,charlotte
charlotte_1157150018948687530_20160107.jpg,Chanel,0.969597339630127,89,130,113,156,charlotte
charlotte_1158322645372514272_20160109.jpg,Nike,0.980663180351257,445,519,266,330,charlotte
charlotte_1158398079283410770_20160109.jpg,NFL,0.98969441652298,32,189,772,982,charlotte
charlotte_1158852934990653714_20160109.jpg,Under Armour,0.991818904876709,745,835,234,289,charlotte
charlotte_1158983202533371053_20160109.jpg,Nike,0.970542371273041,452,663,960,1054,charlotte
charlotte_1159164904461837264_20160110.jpg,NFL,0.989950656890869,32,102,89,183,charlotte
charlotte_1159651469422673132_20160110.jpg,NFL,0.993316113948822,301,400,423,544,charlotte
charlotte_1159652654144240879_20160110.jpg,NFL,0.988369405269623,521,618,552,678,charlotte
charlotte_1161611459988172654_20160113.jpg,NFL,0.990398406982422,289,427,534,704,charlotte
charlotte_1161927023977494568_20160114.jpg,Adidas,0.800973534584045,982,1065,702,785,charlotte
charlotte_1162716395118537118_20160115.jpg,Intimissimi,0.807968378067017,1,172,136,611,charlotte
charlotte_1163044818482568541_20160115.jpg,Adidas,0.931138038635254,521,586,700,826,charlotte
charlotte_1163695548486691760_20160116.jpg,Apple Inc.,0.836520791053772,650,708,474,537,charlotte
charlotte_1163905593493392322_20160116.jpg,NFL,0.982558727264404,83,163,525,612,charlotte
charlotte_1164040719396812111_20160116.jpg,NFL,0.987857103347778,173,339,109,232,charlotte
charlotte_1164509890441277826_20160117.jpg,Nike,0.987314939498901,509,603,34,72,charlotte
charlotte_1164561279701579988_20160117.jpg,NFL,0.934303224086762,318,391,625,691,charlotte
charlotte_1164607794150956590_20160117.jpg,NFL,0.988423466682434,426,476,422,477,charlotte
charlotte_1164609126690213681_20160117.jpg,NFL,0.990301012992859,200,264,271,353,charlotte
charlotte_1164680718664850568_20160117.jpg,NFL,0.985803604125977,463,597,796,893,charlotte
charlotte_1164691338565063878_20160117.jpg,NFL,0.988150179386139,424,498,581,657,charlotte
charlotte_1164722420813503990_20160117.jpg,NFL,0.983350157737732,240,427,718,932,charlotte
charlotte_1164724237225571285_20160117.jpg,NFL,0.92433750629425,303,358,535,598,charlotte
charlotte_1164774377890452298_20160117.jpg,NFL,0.95494943857193,48,280,298,693,charlotte
charlotte_1164800588077353561_20160117.jpg,NFL,0.982075691223144,531,599,549,631,charlotte
charlotte_1164903052848419587_20160118.jpg,Ralph Lauren Corporation,0.852892458438873,21,634,2,622,charlotte
charlotte_1164955317011855432_20160118.jpg,NFL,0.990202188491821,604,670,157,231,charlotte
charlotte_1165294203805729458_20160118.jpg,Apple Inc.,0.841686367988586,16,177,637,696,charlotte
charlotte_1165419084434895422_20160118.jpg,Under Armour,0.931355595588684,751,869,366,436,charlotte
charlotte_1165963488733786750_20160119.jpg,Ralph Lauren Corporation,0.87159675359726,60,1052,38,903,charlotte
charlotte_1166927792735554615_20160120.jpg,Under Armour,0.932660102844238,464,598,730,813,charlotte
charlotte_1167541680535456222_20160121.jpg,Puma,0.919948816299438,218,313,191,303,charlotte
charlotte_1168224871904002897_20160122.jpg,The North Face,0.971002459526062,740,864,819,890,charlotte
charlotte_1168236188194790224_20160122.jpg,The North Face,0.986878991127014,413,537,813,891,charlotte
charlotte_1168409853341879961_20160122.jpg,Adidas,0.815719723701477,172,409,931,1077,charlotte
charlotte_1169041643115436138_20160123.jpg,NFL,0.993679821491242,169,271,488,598,charlotte
charlotte_1169119591328662427_20160123.jpg,Under Armour,0.854485869407654,184,292,358,422,charlotte
charlotte_1169143311387086289_20160123.jpg,NFL,0.953621208667755,362,395,296,329,charlotte
charlotte_1169187997091113063_20160124.jpg,The North Face,0.97187876701355,811,886,802,857,charlotte
charlotte_1169282294521041357_20160124.jpg,The North Face,0.964283525943756,609,707,699,770,charlotte
charlotte_1169291601005856668_20160124.jpg,NFL,0.989780962467194,525,584,516,579,charlotte
charlotte_1169793229552800057_20160124.jpg,NFL,0.989381849765778,389,586,626,878,charlotte
charlotte_1169857880964798972_20160124.jpg,NFL,0.948989033699036,131,156,48,76,charlotte
charlotte_1169861039341965173_20160124.jpg,NFL,0.990176796913147,307,388,455,551,charlotte
charlotte_1169873904173093697_20160124.jpg,NFL,0.983855605125427,435,497,624,689,charlotte
charlotte_1169874915343778714_20160124.jpg,NFL,0.992056012153626,152,236,909,1006,charlotte
charlotte_1169883296056285343_20160125.jpg,NFL,0.990786969661713,377,418,395,442,charlotte
charlotte_1169937498863617294_20160125.jpg,NFL,0.989862680435181,514,571,509,572,charlotte
charlotte_1169964860565383780_20160125.jpg,NFL,0.996807813644409,89,151,530,594,charlotte
charlotte_1169972245922383634_20160125.jpg,NFL,0.974195599555969,683,724,5,49,charlotte
charlotte_1169979447456882783_20160125.jpg,NFL,0.854869604110718,236,396,19,51,charlotte
charlotte_1169994034415059915_20160125.jpg,Pepsi,0.920994997024536,0,138,522,694,charlotte
charlotte_1170265530796657720_20160125.jpg,NFL,0.982083559036255,416,466,284,358,charlotte
charlotte_1170284384673357611_20160125.jpg,NFL,0.986373901367188,487,663,19,245,charlotte
charlotte_1170435061632041947_20160125.jpg,NFL,0.99198043346405,219,264,454,501,charlotte
charlotte_1170451745598291295_20160125.jpg,NFL,0.991946041584015,218,264,454,501,charlotte
charlotte_1170561054193247469_20160125.jpg,NFL,0.950284481048584,438,518,743,818,charlotte
charlotte_1170985078575376210_20160126.jpg,NFL,0.9737109541893,335,391,634,703,charlotte
charlotte_1171168060640676360_20160126.jpg,NFL,0.948520541191101,803,861,861,924,charlotte
charlotte_1171803324924126353_20160127.jpg,NFL,0.976155519485474,574,628,459,517,charlotte
charlotte_1172179515381019373_20160128.jpg,NFL,0.860582888126373,983,1075,4,110,charlotte
charlotte_1172638687251540829_20160128.jpg,The North Face,0.916316986083984,140,943,438,865,charlotte
charlotte_1172805443032537806_20160129.jpg,Adidas,0.983014285564423,232,349,963,1065,charlotte
charlotte_1173619596974961569_20160130.jpg,Pepsi,0.842559456825256,736,870,0,105,charlotte
charlotte_1174076201785851646_20160130.jpg,The North Face,0.970861434936523,405,578,369,471,charlotte
charlotte_1174632550581259218_20160131.jpg,Starbucks,0.958764433860779,594,756,541,735,charlotte
charlotte_1174832321216682804_20160131.jpg,NFL,0.990349531173706,424,460,329,372,charlotte
charlotte_1175428638834114290_20160201.jpg,Mercedes-Benz,0.980638921260834,112,207,578,693,charlotte
charlotte_1176338539124911033_20160202.jpg,The North Face,0.976493954658508,693,840,594,668,charlotte
charlotte_1176443487734615098_20160203.jpg,NFL,0.978610634803772,554,634,994,1078,charlotte
charlotte_1177079781141844695_20160203.jpg,Nike,0.986910820007324,763,909,49,109,charlotte
charlotte_1177700212737687328_20160204.jpg,NFL,0.827272534370422,315,347,263,294,charlotte
charlotte_1178667000411873467_20160206.jpg,Starbucks,0.991405665874481,476,587,954,1065,charlotte
charlotte_1178820664715725044_20160206.jpg,NFL,0.837147176265717,547,603,614,677,charlotte
charlotte_1179382033332485241_20160207.jpg,NFL,0.9444659948349,516,566,531,596,charlotte
charlotte_1179383796648466250_20160207.jpg,NFL,0.988539934158325,927,1045,896,1048,charlotte
charlotte_1179388605846809636_20160207.jpg,NFL,0.989102363586426,927,1045,896,1048,charlotte
charlotte_1179413502755209381_20160207.jpg,NFL,0.989161014556885,927,1045,896,1047,charlotte
charlotte_1179414073016471518_20160207.jpg,NFL,0.971096336841583,37,153,222,333,charlotte
charlotte_1179465717991310365_20160207.jpg,NFL,0.987208127975464,733,803,751,845,charlotte
charlotte_1179466051244034563_20160207.jpg,NFL,0.988070070743561,729,812,709,816,charlotte
charlotte_1179665479690761463_20160207.jpg,NFL,0.986720561981201,780,839,877,947,charlotte
charlotte_1179737886580329709_20160207.jpg,Nike,0.996878266334534,405,454,221,248,charlotte
charlotte_1179761021498935755_20160207.jpg,NFL,0.989380478858948,113,237,27,170,charlotte
charlotte_1179766492916983851_20160207.jpg,NFL,0.990547895431519,157,219,637,705,charlotte
charlotte_1179789890705629246_20160207.jpg,NFL,0.991706788539886,411,477,746,825,charlotte
charlotte_1179888900500731903_20160207.jpg,NFL,0.886207282543182,420,604,906,1050,charlotte
charlotte_1179901262202649449_20160207.jpg,NFL,0.990179061889648,585,662,161,246,charlotte
charlotte_1179915332037454923_20160207.jpg,NFL,0.924045562744141,621,688,434,506,charlotte
charlotte_1179953235854580796_20160207.jpg,NFL,0.989199817180634,351,429,873,969,charlotte
charlotte_1179983621538535177_20160207.jpg,NFL,0.973188042640686,244,324,1033,1127,charlotte
charlotte_1180033945486178201_20160208.jpg,NFL,0.994712471961975,373,428,643,715,charlotte
charlotte_1180123143275024490_20160208.jpg,NFL,0.969919741153717,543,631,947,1013,charlotte
charlotte_1180124252550494492_20160208.jpg,NFL,0.98953115940094,206,245,339,377,charlotte
charlotte_1180128862451027848_20160208.jpg,NFL,0.977989614009857,583,650,748,836,charlotte
charlotte_1180151375808472626_20160208.jpg,NFL,0.966287732124329,543,634,927,1029,charlotte
charlotte_1180563521163281843_20160208.jpg,NFL,0.813180387020111,836,895,453,495,charlotte
charlotte_1181128445590913326_20160209.jpg,Apple Inc.,0.938628017902374,393,489,785,839,charlotte
charlotte_1181543377189656185_20160210.jpg,Ralph Lauren Corporation,0.88343745470047,49,302,2,310,charlotte
charlotte_1182870775116756704_20160211.jpg,NFL,0.989238858222961,200,309,551,669,charlotte
charlotte_1183393819967987479_20160212.jpg,The North Face,0.818203210830689,221,296,675,730,charlotte
charlotte_1183398555089047077_20160212.jpg,Apple Inc.,0.840842008590698,43,91,608,653,charlotte
charlotte_1183442956347508269_20160212.jpg,Starbucks,0.982480764389038,633,911,670,957,charlotte
charlotte_1184120142945286829_20160213.jpg,Starbucks,0.987809181213379,619,828,541,763,charlotte
charlotte_1184152487725519558_20160213.jpg,Under Armour,0.972967624664307,474,584,884,961,charlotte
charlotte_1184290356771783029_20160213.jpg,Starbucks,0.989047110080719,235,662,847,1269,charlotte
charlotte_1184945110606828767_20160214.jpg,Ralph Lauren Corporation,0.927998602390289,35,454,2,357,charlotte
charlotte_1185700255929410705_20160215.jpg,Nike,0.995791316032409,478,633,766,842,charlotte
charlotte_1185897608977340607_20160216.jpg,Nike,0.879840075969696,547,770,573,701,charlotte
charlotte_1186933184349735369_20160217.jpg,Adidas,0.950705170631409,385,430,581,630,charlotte
charlotte_1187119097248642726_20160217.jpg,Coca-Cola,0.90546989440918,236,339,268,337,charlotte
charlotte_1187343405212526196_20160218.jpg,Ralph Lauren Corporation,0.829091906547546,782,882,471,603,charlotte
charlotte_1187995588919097302_20160219.jpg,Toyota,0.986362040042877,39,111,648,703,charlotte
charlotte_1189199152932778504_20160220.jpg,The North Face,0.978038609027862,683,789,895,986,charlotte
charlotte_1189493078655933804_20160221.jpg,Nike,0.992372334003448,516,591,552,602,charlotte
charlotte_1192023130998959201_20160224.jpg,Pepsi,0.981476664543152,301,360,868,927,charlotte
charlotte_1192248382872475681_20160224.jpg,Pepsi,0.951365828514099,185,223,587,625,charlotte
charlotte_1193496595622915513_20160226.jpg,Pepsi,0.870187520980835,151,179,435,463,charlotte
charlotte_1193532415169352753_20160226.jpg,Nike,0.991013526916504,485,581,31,69,charlotte
charlotte_1193532658749320162_20160226.jpg,Pepsi,0.980598509311676,189,226,543,577,charlotte
