photo_filename,width,height,class,xmin,ymin,xmax,ymax
houston_1472186388580476122_20170317.jpg,1080,1080,Air Transat,430,720,486,776
houston_1621140151085600696_20171008.jpg,1080,1080,Air Transat,23,391,250,590
miami_1290817984327064430_20160709.jpg,640,640,Air Transat,8,210,78,279
la_2017_1658245647205345132_20171128.jpg,1080,865,AirPort Express,666,638,734,703
miami_1641158849360401952_20171105.jpg,1080,1080,Airbus,17,296,410,371
la_2017_1528288529866967084_20170602.jpg,1080,710,Aitchison College,0,5,1080,587
la_2017_1570510563770256700_20170730.jpg,1080,1080,Aldo,773,348,917,409
miami_1589458649625349640_20170825.jpg,640,640,AllSaints,38,247,610,411
chicago_1498603250193419377_20170422.jpg,1080,1080,Allergan,835,277,1078,351
charlotte_1691720812840758318_20180114.jpg,1080,1080,Allstate,587,38,762,177
houston_1818355171554670982_20180707.jpg,1080,719,Alpha Kappa Alpha,5,10,112,117
miami_1486340623962505061_20170405.jpg,1080,1080,Alpha Sigma Phi,506,452,612,508
chicago_1773053577248312895_20180506.jpg,1080,809,Alzheimer's Association,863,105,1074,178
sf_1715510718951963833_20180215.jpg,1080,793,Alzheimer's Association,301,531,415,599
chicago_1651880270883951877_20171120.jpg,1080,980,Amazon,919,315,1056,366
houston_1607703014574147631_20170920.jpg,1080,1080,Amazon,608,17,1074,157
london_1689045684593296587_20180110.jpg,1080,1080,Amazon,194,961,671,1064
london_1735349516197290700_20180315.jpg,1080,1349,Amazon,327,0,613,82
miami_1389208194631089069_20161122.jpg,1080,1080,Amazon,128,842,355,922
miami_1500043658745229554_20170424.jpg,640,640,Amazon,3,559,112,610
miami_1532899786675978054_20170608.jpg,640,640,Amazon,496,561,607,609
phoenix_1865483025039946495_20180910.jpg,1080,1080,Amazon,289,2,500,78
sf_1357814771298150763_20161010.jpg,1080,772,Amazon,194,8,308,50
la_1711190992924157517_20180209.jpg,1080,1350,Amazon Echo,652,1219,1015,1344
sf_1340270136657720183_20160916.jpg,1080,720,Amazon Echo,537,663,654,705
miami_1470569109786833301_20170314.jpg,750,870,Amazon Go,30,456,253,521
sf_1735445055252216274_20180315.jpg,1080,1080,AmeriCorps,917,286,997,371
miami_1921296802498615914_20181126.jpg,1080,1080,AmeriGas,830,414,962,475
chicago_1515123027959644223_20170515.jpg,1080,810,American Airlines,1,284,132,335
charlotte_1903264809161741603_20181101.jpg,1080,658,American Broadcasting Company,38,14,173,148
chicago_1164630653438035613_20160117.jpg,640,640,American Broadcasting Company,554,575,599,617
houston_1743835473329166501_20180326.jpg,640,640,American Broadcasting Company,276,367,409,488
la_1081592104088502878_20150925.jpg,1080,1080,American Broadcasting Company,693,559,758,635
la_1163464399703705771_20160116.jpg,1080,1080,American Broadcasting Company,637,796,699,853
la_1323595400003672567_20160824.jpg,1080,1184,American Broadcasting Company,843,489,917,558
la_1330220201224152351_20160902.jpg,1080,1350,American Broadcasting Company,650,872,724,945
la_1342539639588644081_20160919.jpg,1080,1080,American Broadcasting Company,749,193,865,317
la_1342766181597468953_20160919.jpg,1080,1080,American Broadcasting Company,778,232,874,350
chicago_1062048846328873924_20150829.jpg,1080,1080,American Eagle Outfitters,985,331,1051,400
charlotte_1806919783262720429_20180621.jpg,1080,1080,American Girl,353,173,652,350
cleveland_1441726709518699002_20170203.jpg,1080,1080,American Heart Association,681,669,768,773
cleveland_1491587393475863128_20170412.jpg,1080,1080,American Heart Association,921,898,1044,1045
cleveland_1608826140059001022_20170921.jpg,480,480,American Heart Association,21,14,154,49
houston_1593826344381656367_20170831.jpg,1080,1080,American Heart Association,55,37,144,145
houston_1808544986975746674_20180624.jpg,1080,1080,American International Group,686,340,764,401
sf_1649479152473290778_20171116.jpg,612,612,American Marketing Association,236,484,372,530
charlotte_1508781052842597640_20170506.jpg,640,640,American Red Cross,17,105,79,140
houston_1624943462469559112_20171013.jpg,1080,1080,American Red Cross,596,818,680,922
miami_1604514627876743526_20170915.jpg,1080,689,American Red Cross,306,561,390,600
miami_1610629461416377374_20170924.jpg,750,750,American Red Cross,433,428,500,509
la_1238059760177052343_20160428.jpg,1080,1080,"American Society of Composers, Authors and Publishers",694,143,976,245
la_1345959539862526497_20160923.jpg,1080,1080,American Society of Plastic Surgeons,624,912,702,979
miami_1586279725192836420_20170821.jpg,1080,702,American Top Team,445,412,507,472
sf_1823560270767490227_20180714.jpg,1080,1080,American Top Team,469,396,747,700
chicago_1517165607039450989_20170518.jpg,1080,1080,Amerika,736,362,834,463
la_1239843033451556184_20160430.jpg,1080,1080,Amerika,390,895,521,1025
charlotte_1807680435251438066_20180623.jpg,1080,608,Amherst College,960,17,1062,82
houston_1608210236757726597_20170920.jpg,1080,810,Amigo Energy,634,560,851,682
london_1854175769975223268_20180826.jpg,1080,1239,Amstel Brewery,81,590,238,684
la_1246829007892014169_20160510.jpg,750,750,Anaheim Ducks,570,178,647,224
la_2017_1590350877155654310_20170827.jpg,1080,1080,Anastasia Beverly Hills,315,71,643,278
london_1706240986474295016_20180203.jpg,1080,1080,Anjunabeats,109,109,269,194
miami_1603963984155142949_20170914.jpg,750,931,Annapurna Pictures,210,440,261,488
houston_1766315125789003315_20180426.jpg,1080,924,Antarctic Press,41,63,106,111
la_2017_1650063344520312169_20171117.jpg,750,750,Anti Social Social Club,177,260,217,304
london_1766389066655278713_20180427.jpg,750,750,Apex Hotels,36,340,111,405
sf_1761211510916812630_20180419.jpg,1080,1080,App Academy,323,561,434,667
miami_1155556399191041968_20160105.jpg,480,480,Apple Store,372,365,452,394
miami_1479899410011164730_20170327.jpg,1080,1080,Apple Store,663,1000,850,1060
miami_1281545444325795020_20160627.jpg,1080,1185,Aquafina,520,1083,652,1165
phoenix_1444600555728081095_20170207.jpg,1080,1080,Aragon High School,426,95,476,151
phoenix_1523741979006265274_20170527.jpg,1080,1349,Aragon High School,24,41,125,141
chicago_1633494770254891007_20171025.jpg,640,640,Arbos,209,67,256,114
chicago_1194258647089970186_20160227.jpg,1080,1080,Arduino,892,162,958,229
charlotte_1445103968953890465_20170207.jpg,1080,1349,Arista Records,378,197,489,290
charlotte_1321194872568762659_20160820.jpg,1080,1080,Arizona Wildcats football,341,393,460,510
houston_1863852967101082773_20180908.jpg,1080,1080,Arizona Wildcats football,639,334,708,423
la_1210389639491791336_20160320.jpg,1080,1080,Arizona Wildcats football,183,35,259,122
miami_1551680854254099114_20170704.jpg,1080,1350,Arizona Wildcats football,764,77,876,170
phoenix_1121927403093182083_20151119.jpg,1080,810,Arizona Wildcats football,39,86,127,140
phoenix_1475557760329501187_20170321.jpg,750,750,Arizona Wildcats football,283,208,363,283
phoenix_1919959888676907150_20181124.jpg,1080,810,Arizona Wildcats football,831,437,1005,595
houston_1232628228848549852_20160420.jpg,640,640,Arm & Hammer,396,296,496,356
phoenix_1717533702883191664_20180218.jpg,1080,1350,Arm & Hammer,123,637,220,715
houston_1380950496596864503_20161111.jpg,1080,1080,Armand de Brignac,0,710,206,1042
phoenix_1910504230368986417_20181111.jpg,640,640,Arrivo,96,236,132,267
london_1795606103784166512_20180606.jpg,750,750,Arsenal F.C.,431,416,660,683
london_1895697379965835776_20181022.jpg,750,750,Arsenal F.C.,99,247,270,439
houston_1558257504578958951_20170713.jpg,1080,1088,Arthritis Foundation,1,189,153,245
la_1167124275430906978_20160121.jpg,1080,1080,Arturia,823,731,987,800
la_970783451878546198_20150425.jpg,640,640,Asheville High School,24,57,632,609
houston_1512650659244391395_20170511.jpg,1080,1080,Atlanta Braves,473,74,535,131
miami_1876690328498391399_20180926.jpg,1080,1349,Atlanta Braves,439,311,651,513
sf_1866074835864824087_20180911.jpg,1080,1350,Atlanta Braves,444,637,744,767
houston_1443775928073456303_20170205.jpg,1080,1080,Atlanta Falcons,570,74,646,157
houston_1469850185807274626_20170313.jpg,640,640,Atlanta Falcons,195,338,246,399
charlotte_1717141861263814338_20180218.jpg,1080,1080,Atlanta United FC,179,852,324,996
la_2017_1608155688810583289_20170920.jpg,1080,1080,Atlanta United FC,582,894,778,1077
charlotte_1660973667347535957_20171202.jpg,1080,1350,Atlantic Coast Conference,0,2,110,157
charlotte_1661258972647009703_20171202.jpg,1080,1350,Atlantic Coast Conference,195,30,356,98
charlotte_1661535919605105680_20171203.jpg,1080,1080,Atlantic Coast Conference,742,0,1048,193
charlotte_1705942044932148084_20180202.jpg,1080,1350,Atlantic Coast Conference,369,926,497,1005
phoenix_1857377741679388709_20180830.jpg,320,400,Atlantic Records,48,319,272,400
charlotte_1322748506314625721_20160822.jpg,1080,1349,Audi,388,1112,553,1204
houston_1647348985150572805_20171113.jpg,1080,1080,Audi,0,509,83,584
la_2017_1531123126803739348_20170606.jpg,640,413,Audi,422,233,473,254
la_2017_1575560810552787793_20170806.jpg,1080,809,Audi,302,431,371,475
miami_1569924580722060248_20170729.jpg,1080,1080,Audi,326,722,492,784
miami_1622053726129128979_20171009.jpg,1080,1201,Audi,464,548,639,643
phoenix_1471219476712408929_20170315.jpg,1080,1080,Audi,458,794,576,850
phoenix_1714925610500798700_20180215.jpg,1080,1080,Audi,0,675,111,744
la_2017_1563275978418781389_20170720.jpg,1080,1080,Audible,912,960,1021,1030
phoenix_1692455106211065148_20180115.jpg,1080,1080,Australian Open,350,2,725,226
cleveland_1611334778011121409_20170925.jpg,480,375,Autism Speaks,224,51,315,132
sf_1664425013008009828_20171207.jpg,1080,810,Autodesk,211,368,796,477
la_1228383627124062003_20160414.jpg,1080,741,Automobile Club of Southern California,489,137,603,291
sf_1105365582372445879_20151027.jpg,1080,1080,Autotrader.com,642,756,792,877
la_2017_1674210476535189663_20171220.jpg,1080,1080,Avang Music,26,947,125,1061
chicago_1719249657023815370_20180220.jpg,1080,1350,Aveda,928,36,1079,107
london_1893162496208228890_20181018.jpg,1080,1080,Aviva,413,429,487,503
sf_1742255290545769436_20180324.jpg,1080,1080,BBC America,794,353,959,410
miami_1669024722912207257_20171213.jpg,1080,730,BBC One,600,591,774,666
london_1747296025284102429_20180331.jpg,1080,1080,BBC Radio 1Xtra,87,158,812,690
houston_1280733600672823513_20160625.jpg,1080,1080,BBVA Compass,1,998,201,1064
la_1717330575835991688_20180218.jpg,1080,1080,BET,463,34,612,92
la_2017_1546616046633682100_20170627.jpg,1080,1080,BET,54,21,278,144
miami_1617193217035752928_20171003.jpg,640,640,BET,6,40,484,374
chicago_1570933853466518022_20170731.jpg,1080,1349,BI Norwegian Business School,587,640,734,736
charlotte_1433449479658410887_20170122.jpg,1080,1080,BMW,569,172,714,303
charlotte_1780055566431610309_20180515.jpg,1080,1083,BMW,176,608,316,704
la_2017_1634400849868732721_20171026.jpg,480,480,BMW,56,240,86,266
london_1885152634135770943_20181007.jpg,1080,1223,BMW,709,592,773,662
miami_1314538579095748071_20160811.jpg,1080,1080,BMW,953,618,1054,696
miami_1504830108099618684_20170501.jpg,1080,1309,BMW,806,877,874,951
miami_1560003375473423618_20170716.jpg,1080,1350,BMW,139,240,327,438
miami_1744663646230678604_20180328.jpg,1080,1080,BMW,382,862,477,961
houston_1407182574262119512_20161217.jpg,1080,1080,BMW Motorrad,681,131,836,290
houston_1411251023289249960_20161223.jpg,1080,1080,BMW Motorrad,960,496,1015,551
miami_1470430350936529024_20170314.jpg,1080,1080,BMW Motorrad,216,986,288,1064
miami_1667065507361481604_20171210.jpg,1080,1350,Bacardi,543,63,671,155
sf_1242831355170997485_20160504.jpg,1080,1080,Back to the Roots,271,271,339,339
chicago_1722295231971664145_20180225.jpg,640,640,Bai Brands,32,442,187,547
houston_1556875898299455064_20170711.jpg,1080,1080,Bajaj Auto,542,919,617,1025
sf_1217128323139179040_20160330.jpg,640,640,Balenciaga,217,127,364,177
sf_1631384712164692257_20171022.jpg,1080,809,Balenciaga,787,417,928,501
sf_1617836382926154672_20171004.jpg,1080,1074,Ballard High School,606,73,665,140
houston_1399372438094359401_20161206.jpg,1080,1080,Ballast Point Brewing Company,568,522,781,651
la_2017_1665150444786976332_20171208.jpg,1080,1342,Ballet National de Marseille,798,49,1061,126
chicago_1518265228087911451_20170519.jpg,480,480,Balsamiq,102,384,153,436
houston_1269864345317256446_20160610.jpg,1080,720,Banco Bilbao Vizcaya Argentaria,339,342,419,385
la_1243218792260327416_20160505.jpg,1080,702,Banco Bilbao Vizcaya Argentaria,441,346,573,397
london_1687036140589480287_20180107.jpg,1080,606,Banco Bilbao Vizcaya Argentaria,511,368,683,452
miami_1712232271599071560_20180211.jpg,1080,1080,Banco Bilbao Vizcaya Argentaria,226,604,454,698
cleveland_1291643304639611454_20160711.jpg,1080,810,Banco Credicoop,593,1,872,42
miami_1303636714593596523_20160727.jpg,1080,942,Banco Mercantil,455,131,681,223
london_1789391189630197172_20180528.jpg,1080,1350,Banco Santander,200,915,384,1072
la_2017_1540474123930549948_20170619.jpg,1080,1080,Bandcamp,567,600,1062,732
charlotte_1606156412235494011_20170917.jpg,1080,1348,Bank of America,193,4,572,94
charlotte_1641481026147278339_20171105.jpg,1080,1350,Bank of America,378,516,624,591
miami_1684201324248810572_20180103.jpg,1080,1080,Barack Obama,311,19,466,174
miami_1911186214233595684_20181112.jpg,1080,1080,Barack Obama,548,65,868,397
miami_949373648933314128_20150326.jpg,640,640,Barbie,203,550,378,633
sf_1444505789984276799_20170206.jpg,480,528,Barbie,49,3,119,58
miami_1326135629981401525_20160827.jpg,1080,1080,Barceló,682,785,864,864
houston_1618316064830811971_20171004.jpg,1080,1080,Barnes & Noble,880,265,991,336
miami_1775035395828146387_20180508.jpg,1080,1080,Barnes & Noble,866,365,1065,468
charlotte_1790058478473935288_20180529.jpg,1080,1080,Barry M,332,52,707,155
london_1689775734586234902_20180111.jpg,1080,1080,Barry M,304,0,627,178
la_2017_1633515752998989398_20171025.jpg,750,510,Basic Research,58,73,311,182
miami_1272638978515294155_20160614.jpg,750,651,Bass Pro Shops,282,37,338,75
miami_1499621460171587716_20170423.jpg,1080,1080,Bass Pro Shops,817,246,929,373
la_1088684750990717151_20151004.jpg,1080,1080,Bazaar,109,996,342,1073
charlotte_1611595733932167107_20170925.jpg,1080,1350,Bearden High School,588,7,716,98
phoenix_1595192078525181332_20170902.jpg,1080,1295,Bearden High School,675,0,843,108
la_1225411119929000659_20160410.jpg,1080,1349,Beats Electronics,454,612,537,729
la_1247933995141802804_20160511.jpg,640,640,Beats Electronics,369,257,473,360
chicago_1675634343371702990_20171222.jpg,1080,1080,Beautycounter,185,239,293,403
la_2017_1532434796335432137_20170608.jpg,1080,1350,Beautycounter,169,53,333,224
miami_1699665743983198188_20180124.jpg,1080,1080,Bebe Stores,783,237,860,296
london_1688595879295410751_20180109.jpg,640,640,Becton Dickinson,188,215,278,259
chicago_1453344051893799720_20170219.jpg,1080,809,Beginner Books,718,60,804,154
houston_1180209366280016209_20160208.jpg,1080,1080,Bellerive Country Club,739,502,1077,1051
london_1782856260481627892_20180519.jpg,1080,1080,Bellerive Country Club,19,49,1043,496
london_1798116264487414823_20180609.jpg,1080,810,Bellerive Country Club,0,0,1079,769
miami_1480673721630257799_20170328.jpg,1080,1080,Bellerive Country Club,552,563,1040,1019
phoenix_1779213812281534059_20180514.jpg,750,750,Bellerive Country Club,43,95,637,586
sf_1450236252724128584_20170214.jpg,1080,1350,Bellerive Country Club,21,0,1080,1261
sf_1571310206217034910_20170731.jpg,1080,1080,Bellerive Country Club,276,118,839,900
london_1831571874975318082_20180725.jpg,750,750,Bellevue College,3,4,67,59
charlotte_1252978968849074282_20160518.jpg,750,750,Ben Bridge Jeweler,49,399,321,460
houston_1349725031281843260_20160929.jpg,1080,1080,Ben Bridge Jeweler,251,823,432,883
la_2017_1654685511058240945_20171123.jpg,1080,1056,Ben Bridge Jeweler,551,867,969,974
sf_1714000907691000851_20180213.jpg,1080,830,Benefit Cosmetics,99,200,480,339
charlotte_1624990807051652841_20171013.jpg,1080,1350,Bentley,412,543,686,652
houston_1894790406002847412_20181021.jpg,1080,1080,Bentley,415,466,680,637
la_2017_1494942572308548505_20170417.jpg,640,640,Bentley,483,449,558,481
miami_1404718752541392249_20161214.jpg,1080,955,Bentley,615,457,735,553
miami_1453808293448422009_20170219.jpg,640,640,Bentley,259,327,379,385
sf_1418727309058138824_20170102.jpg,1080,1349,Bentley,542,114,598,180
sf_1089258113360373665_20151005.jpg,1080,810,Berkeley,686,568,863,671
sf_1286473303112657951_20160703.jpg,1080,1080,Berkeley,694,503,913,721
phoenix_1687468131210987786_20180108.jpg,1080,1351,Bestway,727,155,878,229
london_1714374924238255974_20180214.jpg,750,750,Betamax,429,461,501,539
london_1776614230361280007_20180511.jpg,1080,631,Betfred,289,59,393,92
houston_1802725872732468261_20180616.jpg,1080,1080,Better Homes and Gardens Real Estate,671,643,842,824
london_1701005855467932048_20180126.jpg,750,421,Betway,571,366,632,394
london_1808841106442372596_20180624.jpg,1080,1080,Betway,558,479,801,574
sf_1250889065745470426_20160515.jpg,1080,590,Beşiktaş JK,369,255,429,343
charlotte_1237957381552807574_20160427.jpg,1080,1080,Big South Conference,301,304,494,378
chicago_1116390100498985678_20151112.jpg,1080,1080,Billionaire Boys Club,433,784,614,898
cleveland_1655922465999805206_20171125.jpg,1080,1080,Billionaire Boys Club,519,290,725,428
houston_1579178048787680821_20170811.jpg,640,640,Billionaire Boys Club,256,11,314,80
miami_1872235885133554853_20180920.jpg,1080,1080,Bishop Shanahan High School,817,515,885,592
houston_1587890204281605671_20170823.jpg,1080,608,Bitcoin,515,131,1051,252
miami_1723335878161769819_20180226.jpg,1080,1080,Bitcoin,221,157,403,227
sf_1469259609054454158_20170313.jpg,1080,1080,Bitcoin,179,827,867,1048
chicago_1317504182340762724_20160815.jpg,1080,1080,Black Jays,562,271,631,331
houston_1428635444702449314_20170116.jpg,1080,1015,Black Star,436,53,509,126
chicago_1280535665502771476_20160625.jpg,1080,1349,Blackburn Rovers F.C.,658,858,794,1015
houston_1439574375132053301_20170131.jpg,1080,1080,Blacklane,587,401,684,499
charlotte_1741182801594984760_20180323.jpg,1080,1080,Bleacher Report,12,980,127,1067
chicago_1448965386455738687_20170213.jpg,1080,1080,Bleacher Report,996,7,1069,80
chicago_1655830491548586981_20171125.jpg,1080,1317,Bleacher Report,801,1020,897,1115
cleveland_1612665240095462124_20170926.jpg,750,750,Bleacher Report,640,674,720,726
cleveland_1612675121489879884_20170926.jpg,1080,1080,Bleacher Report,942,976,1052,1061
houston_1840960709740052411_20180807.jpg,1080,1080,Bleacher Report,20,971,133,1057
sf_1536066256154950432_20170613.jpg,1080,1080,Bleacher Report,24,945,135,1033
sf_1411758839284173314_20161223.jpg,1080,1080,Blue Bottle Coffee,732,832,824,969
sf_1500096820574064903_20170424.jpg,1080,1080,Blue Bottle Coffee,289,535,387,666
chicago_1260940546535760502_20160529.jpg,1080,1080,Blue Cross Blue Shield Association,759,726,851,819
chicago_1321879952391612007_20160821.jpg,1080,1080,Blue Cross Blue Shield of Michigan,228,943,333,1015
miami_1616956072421900369_20171002.jpg,1080,1080,Blue Diamond Growers,264,803,368,882
houston_1885869940869456878_20181008.jpg,750,757,Blue Star Ferries,453,272,504,334
sf_1409750273014848386_20161220.jpg,1080,1080,Blumenbecker,640,86,784,214
chicago_1529480200411392391_20170604.jpg,1080,990,Blüthner,454,339,758,486
houston_1817453364469041220_20180706.jpg,1080,1080,Blüthner,861,448,996,502
la_1243745149653762087_20160505.jpg,1080,1080,Blüthner,461,640,648,712
miami_1275095355796706700_20160618.jpg,1080,1349,Boca Juniors,421,499,486,577
london_1722905998861206400_20180226.jpg,1080,1080,Bocconi University,339,769,411,841
charlotte_1749421910775328191_20180403.jpg,1080,1080,Bojangles' Famous Chicken 'n Biscuits,331,790,760,981
houston_1868075981034951640_20180914.jpg,1080,1080,Bollinger,813,842,930,902
phoenix_1866643316284980193_20180912.jpg,1080,1336,Bombardier Recreational Products,581,5,668,85
charlotte_1726276086348986543_20180302.jpg,1080,1213,Bombas,906,406,1064,489
la_1353214924440853111_20161003.jpg,1080,1080,Bond Street,33,412,542,744
houston_1605848090953479815_20170917.jpg,1080,1349,Boost Mobile,871,317,1052,552
la_2017_1644515735383087865_20171109.jpg,1080,1080,Boot Campaign,884,985,1058,1059
london_1712385952665567620_20180211.jpg,1080,1349,Boots UK,109,433,204,509
london_1844547518216011080_20180812.jpg,1080,942,Boots UK,216,503,292,560
london_1861122626166390104_20180904.jpg,1080,720,Boots UK,590,616,809,719
london_1914047607757732855_20181116.jpg,1080,809,Boots UK,781,550,856,621
london_1933012690467211514_20181212.jpg,1080,1080,Borsalino,41,53,956,359
charlotte_1761042316728115394_20180419.jpg,1080,1080,Borussia Dortmund,591,529,643,591
charlotte_1734303907548701988_20180313.jpg,1080,1080,Boston Bruins,458,353,693,634
phoenix_1275576532300513352_20160618.jpg,1080,1080,Boston Bruins,560,451,767,675
charlotte_1488488698060635238_20170408.jpg,1080,1080,Boston Celtics,148,788,408,1042
cleveland_1152409892909301379_20151231.jpg,1080,1080,Boston Celtics,504,529,599,688
cleveland_1521656551697582726_20170524.jpg,1080,1350,Boston Celtics,14,616,154,770
cleveland_1615575179306784440_20170930.jpg,640,634,Boston Celtics,514,249,572,315
houston_1653099683303604176_20171121.jpg,480,397,Boston Celtics,206,276,280,319
charlotte_1567699918290625725_20170726.jpg,1080,1350,Boston Red Sox,641,0,763,124
chicago_1642611932602394579_20171107.jpg,1080,1080,Boston Red Sox,316,320,496,502
cleveland_1667110738273011031_20171211.jpg,480,480,Boys & Girls Clubs of America,202,316,274,366
miami_1910401929776127933_20181111.jpg,1080,809,Boys & Girls Clubs of America,444,50,508,87
miami_1676404602100114652_20171223.jpg,1080,1080,Brabus,750,644,812,709
miami_1712559401070421510_20180211.jpg,640,640,Brabus,472,371,520,419
chicago_1494279180342008146_20170416.jpg,1080,1080,Brach's,370,480,519,546
sf_1786645349709080938_20180524.jpg,1080,864,Bravo,932,733,1011,792
la_1320380365600414159_20160819.jpg,1080,1080,Brazil,763,948,897,1043
miami_1770128940909089584_20180502.jpg,1080,810,Brazilian Football Confederation,909,514,970,585
chicago_1329955654894396209_20160901.jpg,750,750,Bread Street Kitchen,16,146,742,632
houston_1737399650761185716_20180318.jpg,1080,1350,Bread Street Kitchen,124,251,1074,593
charlotte_1810215298198818435_20180626.jpg,1080,1080,Breyers,393,732,587,837
houston_1777130299799269504_20180511.jpg,1080,752,Bridgeway Capital Management,441,121,563,168
